4,1,20,4,1.441515152
8,1,20,4,2.74911315
12,1,20,4,4.060049813
16,1,20,4,5.096201373
20,1,20,4,5.961335505
4,1,20,5,8.517121212
8,1,20,5,15.16055046
12,1,20,5,18.68430884
16,1,20,5,20.96018307
20,1,20,5,21.58588491
4,1,20,6,0.477121212
8,1,20,6,0.869204893
12,1,20,6,1.333150685
16,1,20,6,1.818604119
20,1,20,6,1.966938111
4,1,20,7,0.53
8,1,20,7,0.83
12,1,20,7,1.06
16,1,20,7,1.2
20,1,20,7,1.4
4,0.8,20,4,1.42
8,0.8,20,4,2.72
12,0.8,20,4,4.02
16,0.8,20,4,4.96
20,0.8,20,4,5.91
4,0.8,20,5,8.39
8,0.8,20,5,15
12,0.8,20,5,18.5
16,0.8,20,5,20.4
20,0.8,20,5,21.4
4,0.8,20,6,0.47
8,0.8,20,6,0.86
12,0.8,20,6,1.32
16,0.8,20,6,1.77
20,0.8,20,6,1.95
4,0.8,20,7,0.53
8,0.8,20,7,0.83
12,0.8,20,7,1.06
16,0.8,20,7,1.2
20,0.8,20,7,1.4
4,0.4,20,4,1.338242424
8,0.4,20,4,2.408073394
12,0.4,20,4,3.724632628
16,0.4,20,4,4.579771167
20,0.4,20,4,5.428729642
4,0.4,20,5,7.906939394
8,0.4,20,5,13.27981651
12,0.4,20,5,17.14072229
16,0.4,20,5,18.83615561
20,0.4,20,5,19.65732899
4,0.4,20,6,0.442939394
8,0.4,20,6,0.761376147
12,0.4,20,6,1.223013699
16,0.4,20,6,1.634313501
20,0.4,20,6,1.791205212
4,0.4,20,7,0.499484848
8,0.4,20,7,0.734816514
12,0.4,20,7,0.982117061
16,0.4,20,7,1.108009153
20,0.4,20,7,1.285993485
4,0.2,20,4,0.860606061
8,0.2,20,4,1.963058104
12,0.2,20,4,3.234022416
16,0.2,20,4,4.108741419
20,0.2,20,4,4.928208469
4,0.2,20,5,5.084848485
8,0.2,20,5,10.82568807
12,0.2,20,5,14.88293898
16,0.2,20,5,16.89885584
20,0.2,20,5,17.84495114
4,0.2,20,6,0.284848485
8,0.2,20,6,0.620672783
12,0.2,20,6,1.061917808
16,0.2,20,6,1.466224256
20,0.2,20,6,1.626058632
4,0.2,20,7,0.321212121
8,0.2,20,7,0.599021407
12,0.2,20,7,0.852752179
16,0.2,20,7,0.994050343
20,0.2,20,7,1.16742671
4,1,37,4,2.765948018
8,1,37,4,6.923318043
12,1,37,4,12.0892528
16,1,37,4,15.23873011
20,1,37,4,17.82515682
4,1,37,5,16.77872879
8,1,37,5,38.20458716
12,1,37,5,55.67924035
16,1,37,5,62.67094737
20,1,37,5,64.54179587
4,1,37,6,0.945710168
8,1,37,6,2.1932263
12,1,37,6,3.979252802
16,1,37,6,5.435797862
20,1,37,6,5.88119209
4,1,37,7,1.05756836
8,1,37,7,2.112370031
12,1,37,7,3.191481943
16,1,37,7,3.688944106
20,1,37,7,4.206615955
4,0.8,37,4,2.72
8,0.8,37,4,6.85
12,0.8,37,4,11.97
16,0.8,37,4,14.83
20,0.8,37,4,17.67
4,0.8,37,5,16.5
8,0.8,37,5,37.8
12,0.8,37,5,55.13
16,0.8,37,5,60.99
20,0.8,37,5,63.98
4,0.8,37,6,0.93
8,0.8,37,6,2.17
12,0.8,37,6,3.94
16,0.8,37,6,5.29
20,0.8,37,6,5.83
4,0.8,37,7,1.04
8,0.8,37,7,2.09
12,0.8,37,7,3.16
16,0.8,37,7,3.59
20,0.8,37,7,4.17
4,0.4,37,4,2.636337576
8,0.4,37,4,6.068344954
12,0.4,37,4,11.09940523
16,0.4,37,4,13.69351579
20,0.4,37,4,16.23190163
4,0.4,37,5,15.57667061
8,0.4,37,5,33.46513761
12,0.4,37,5,51.07935243
16,0.4,37,5,56.32010526
20,0.4,37,5,58.77541368
4,0.4,37,6,0.872590606
8,0.4,37,6,1.91866789
12,0.4,37,6,3.644580822
16,0.4,37,6,4.886597368
20,0.4,37,6,5.355703583
4,0.4,37,7,0.983985152
8,0.4,37,7,1.851737615
12,0.4,37,7,2.926708842
16,0.4,37,7,3.312947368
20,0.4,37,7,3.845120521
4,0.2,37,4,1.695393939
8,0.2,37,4,4.946906422
12,0.2,37,4,9.6373868
16,0.2,37,4,12.28513684
20,0.2,37,4,14.73534332
4,0.2,37,5,10.01715152
8,0.2,37,5,27.28073394
12,0.2,37,5,44.35115816
16,0.2,37,5,50.52757895
20,0.2,37,5,53.35640391
4,0.2,37,6,0.561151515
8,0.2,37,6,1.564095413
12,0.2,37,6,3.164515068
16,0.2,37,6,4.384010526
20,0.2,37,6,4.861915309
4,0.2,37,7,0.632787879
8,0.2,37,7,1.509533945
12,0.2,37,7,2.541201494
16,0.2,37,7,2.972210526
20,0.2,37,7,3.490605863
4,1,47,4,3.113672727
8,1,47,4,7.917445872
12,1,47,4,14.65677983
16,1,47,4,18.24440092
20,1,47,4,20.86467427
4,1,47,5,18.39698182
8,1,47,5,43.66238532
12,1,47,5,67.45035492
16,1,47,5,75.03745538
20,1,47,5,75.55059718
4,1,47,6,1.030581818
8,1,47,6,2.503310092
12,1,47,6,4.812673973
16,1,47,6,6.510602746
20,1,47,6,6.884283388
4,1,47,7,1.162145455
8,1,47,7,2.415985321
12,1,47,7,3.864723039
16,1,47,7,4.413967963
20,1,47,7,4.942562432
4,0.8,47,4,3.07
8,0.8,47,4,7.84
12,0.8,47,4,14.51
16,0.8,47,4,17.76
20,0.8,47,4,20.68
4,0.8,47,5,18.1
8,0.8,47,5,43.3
12,0.8,47,5,66.9
16,0.8,47,5,72.8
20,0.8,47,5,75.2
4,0.8,47,6,1.02
8,0.8,47,6,2.48
12,0.8,47,6,4.76
16,0.8,47,6,6.33
20,0.8,47,6,6.82
4,0.8,47,7,1.14
8,0.8,47,7,2.39
12,0.8,47,7,3.83
16,0.8,47,7,4.29
20,0.8,47,7,4.9
4,0.4,47,4,2.890603636
8,0.4,47,4,6.935251376
12,0.4,47,4,13.44592379
16,0.4,47,4,16.39558078
20,0.4,47,4,19.00055375
4,0.4,47,5,17.07898909
8,0.4,47,5,38.24587156
12,0.4,47,5,61.87800747
16,0.4,47,5,67.43343707
20,0.4,47,5,68.80065147
4,0.4,47,6,0.956749091
8,0.4,47,6,2.192763303
12,0.4,47,6,4.415079452
16,0.4,47,6,5.850842334
20,0.4,47,6,6.269218241
4,0.4,47,7,1.078887273
8,0.4,47,7,2.11627156
12,0.4,47,7,3.54544259
16,0.4,47,7,3.966672769
20,0.4,47,7,4.500977199
4,0.2,47,4,1.858909091
8,0.2,47,4,5.653607339
12,0.2,47,4,11.67482092
16,0.2,47,4,14.70929428
20,0.2,47,4,17.24872964
4,0.2,47,5,10.98327273
8,0.2,47,5,31.17798165
12,0.2,47,5,53.72740971
16,0.2,47,5,60.49790389
20,0.2,47,5,62.45732899
4,0.2,47,6,0.615272727
8,0.2,47,6,1.787537615
12,0.2,47,6,3.833523288
16,0.2,47,6,5.249082838
20,0.2,47,6,5.691205212
4,0.2,47,7,0.693818182
8,0.2,47,7,1.725181651
12,0.2,47,7,3.078435367
16,0.2,47,7,3.558700229
20,0.2,47,7,4.085993485
4,1,57,4,2.695633333
8,1,57,4,6.487907034
12,1,57,4,9.500516563
16,1,57,4,11.21164302
20,1,57,4,12.81687134
4,1,57,5,15.92701667
8,1,57,5,35.77889908
12,1,57,5,43.72128269
16,1,57,5,46.11240275
20,1,57,5,46.40965255
4,1,57,6,0.892216667
8,1,57,6,2.051323547
12,1,57,6,3.119572603
16,1,57,6,4.000929062
20,1,57,6,4.228916938
4,1,57,7,1.006116667
8,1,57,7,1.979765749
12,1,57,7,2.505111333
16,1,57,7,2.712494279
20,1,57,7,3.036145494
4,0.8,57,4,2.65
8,0.8,57,4,6.42
12,0.8,57,4,9.41
16,0.8,57,4,10.91
20,0.8,57,4,12.71
4,0.8,57,5,15.7
8,0.8,57,5,35.4
12,0.8,57,5,43.3
16,0.8,57,5,45.2
20,0.8,57,5,46.1
4,0.8,57,6,0.88
8,0.8,57,6,2.03
12,0.8,57,6,3.08
16,0.8,57,6,3.89
20,0.8,57,6,4.19
4,0.8,57,7,0.99
8,0.8,57,7,1.96
12,0.8,57,7,2.48
16,0.8,57,7,2.64
20,0.8,57,7,3.01
4,0.4,57,4,2.502513333
8,0.4,57,4,5.683053211
12,0.4,57,4,8.715640349
16,0.4,57,4,10.07549657
20,0.4,57,4,11.67176873
4,0.4,57,5,14.78597667
8,0.4,57,5,31.34036697
12,0.4,57,5,40.10929016
16,0.4,57,5,41.43954233
20,0.4,57,5,42.26325733
4,0.4,57,6,0.828296667
8,0.4,57,6,1.796847706
12,0.4,57,6,2.861852055
16,0.4,57,6,3.595489703
20,0.4,57,6,3.851091205
4,0.4,57,7,0.934036667
8,0.4,57,7,1.734166972
12,0.4,57,7,2.298153923
16,0.4,57,7,2.437620137
20,0.4,57,7,2.764885993
4,0.2,57,4,1.609333333
8,0.2,57,4,4.632817125
12,0.2,57,4,7.567612453
16,0.2,57,4,9.039231121
20,0.2,57,4,10.59564821
4,0.2,57,5,9.508666667
8,0.2,57,5,25.54862385
12,0.2,57,5,34.82607721
16,0.2,57,5,37.17748284
20,0.2,57,5,38.36664495
4,0.2,57,6,0.532666667
8,0.2,57,6,1.464787768
12,0.2,57,6,2.484887671
16,0.2,57,6,3.225693364
20,0.2,57,6,3.496026059
4,0.2,57,7,0.600666667
8,0.2,57,7,1.41369052
12,0.2,57,7,1.9954401
16,0.2,57,7,2.186910755
20,0.2,57,7,2.509967427
